text	label
John James	PERSON
Brian J Mr. Burley	PERSON
Jeff Mr Van Drew	PERSON
Carl J. Marlinga	PERSON
Jerrold L. Nadler	PERSON
Brandon Mcdonald Williams	PERSON
Roger Williams	PERSON
Jan Mcdowell	PERSON
Yvette D Clarke	PERSON
William Abel	PERSON
Don Carlson	PERSON
Mikie Sherrill	PERSON
Patrick Ryan	PERSON
Peter Christofides	PERSON
Carmela Conroy	PERSON
Anthony Gerald Jr Evans	PERSON
Maria Montero	PERSON
Blessing T Oluwadare	PERSON
Mark Desaulnier	PERSON
Ashley Hinson Arenholz	PERSON
Hillary Scholten	PERSON
Daniel John Franzese	PERSON
Michael R Rep. Turner	PERSON
Wendy Davis	PERSON
Kellen Curry	PERSON
James Michael Johnson	PERSON
Brian Fitzpatrick	PERSON
Josh Harder	PERSON
Chellie M Pingree	PERSON
Leif D Johnson	PERSON
Joseph Alfonso	PERSON
Leah Melissa Toomim	PERSON
Jim Himes	PERSON
Kellie Ann Ms Moore	PERSON
Michael Soetaert	PERSON
Tara Johnson	PERSON
Erik Richardson	PERSON
Ritesh Tandon	PERSON
Anna Paulina Luna	PERSON
Lateresa Ann Jones	PERSON
Mary Miller	PERSON
Gregory Francis Dr. Murphy	PERSON
Bill Johnson	PERSON
Jerone Davison	PERSON
Nikki Budzinski	PERSON
Christine Villaverde	PERSON
Tina Mrs. Cohen	PERSON
Morgan Joe Luttrell	PERSON
Laura Pastor	PERSON
Jim Costa	PERSON
Joanna Weiss	PERSON
Barry Loudermilk	PERSON
G. William (Bill) Foster	PERSON
Aaron Regunberg	PERSON
Claire Ragge Anderson	PERSON
Ritchie John Torres	PERSON
Jenniffer Gonzalez Colon	PERSON
Rashaad Jones	PERSON
Eldon Dan Mcqueen	PERSON
Uloma S. Dr. Kama	PERSON
John Mcbride	PERSON
Orlando Sonza	PERSON
Bruce C Lou	PERSON
William Oscar Henry	PERSON
Teresa Leger Fernandez	PERSON
Nicole Malliotakis	PERSON
Russell Fry	PERSON
Fred Von Canon	PERSON
Uloma S. Kama Dr. Ekpete	PERSON
Ron Estes	PERSON
Josh Bocanegra	PERSON
Stephen M Casey	PERSON
Terrell Anderson	PERSON
Robert Franklin Mr. Iii Christian	PERSON
Mike Michael Schaefer	PERSON
Viktor Valencia Avalos	PERSON
Christian Reagan	PERSON
Saint Jermaine Mr. Endeley	PERSON
Elsie Arntzen	PERSON
Robert Anthony Rocky Capt Rochford	PERSON
Patricia Gonzalez	PERSON
Ann Mclane Kuster	PERSON
Gian A Jones	PERSON
Gwen S Moore	PERSON
James Buford	PERSON
Nicholas Edward Blair	PERSON
Victor Leonard Ii Fisher	PERSON
Heath Barnes	PERSON
Lorenzo Juan Santos	PERSON
Henry Christian Eyring	PERSON
Ron Mr Johnson	PERSON
Judy Chu	PERSON
Garland Andy Barr	PERSON
Eli Crane	PERSON
Joseph Courtney	PERSON
Marcy Hon. M.C. Kaptur	PERSON
Marc Allison Veasey	PERSON
Ben Savage	PERSON
Debbie Dingell	PERSON
Debbie Lesko	PERSON
Scott Allen Hatfield Jr	PERSON
Steve Mr Scalise	PERSON
Michael James Mr. Barkley	PERSON
Sydney Kamlager-Dove	PERSON
Bradley S. Schneider	PERSON
Gabriel Vasquez	PERSON
Debbie Wasserman Schultz	PERSON
Kaylee Jade Peterson	PERSON
Susan Copius Altman	PERSON
Laura Gillen	PERSON
Chip Roy	PERSON
Robert J. Mr. Wittman	PERSON
Thomas Clatterbuck	PERSON
Herbert Edwin Stickle	PERSON
Nathan Leroy Woodring	PERSON
Robert Alvero	PERSON
Eric L Levinson	PERSON
Ruth Ms. Torres	PERSON
James Abdnor	PERSON
James George Abouresk	PERSON
Spencer Abraham	PERSON
Robert Abrams	PERSON
Bella Savitsky Abzug	PERSON
Brock Adams	PERSON
Amanda Aguirre	PERSON
Daniel Kahikina Akaka	PERSON
Paul Akers	PERSON
Todd Akin	PERSON
Andrew Lamar Alexander	PERSON
Wayne Allard	PERSON
George Felix Allen	PERSON
Tom Allen	PERSON
Gordon Allott	PERSON
Bill Andersen	PERSON
Doug Anderson	PERSON
Mark Andrews	PERSON
Michael Allen Andrews	PERSON
Rob Andrews	PERSON
Thomas Andrews	PERSON
Sharron Angle	PERSON
Bob Anthony	PERSON
William Lester Armstrong	PERSON
Ruthann Aron	PERSON
John Milan Ashbrook	PERSON
John David Ashcroft	PERSON
Victor Henderson Ashe	PERSON
Les AuCoin	PERSON
Wayne Hubert Babbitt	PERSON
Tim Babcock	PERSON
Jan Backus	PERSON
Henry Scott Baesler	PERSON
Bernard Bagert	PERSON
Don Bailey	PERSON
Gilbert Baker	PERSON
Howard Henry Baker	PERSON
Tammy Baldwin	PERSON
Haley Reeves Barbour	PERSON
Dean Barkley	PERSON
Mike Barnes	PERSON
William Barnes	PERSON
Robert Laurence Barr	PERSON
John Barrasso	PERSON
Dempsey Barron	PERSON
Dewey Follett Bartlett	PERSON
Joe Linus Barton	PERSON
Don. Jr Bates	PERSON
Max Sieben Baucus	PERSON
Birch Evans Bayh	PERSON
Evan Bayh	PERSON
Chris Bayley	PERSON
James Glenn Beall	PERSON
John Glenn Beall	PERSON
Robin Leo Beard	PERSON
Jeff Beatty	PERSON
Gerald Beckam	PERSON
Roger Bedford	PERSON
Mark Begich	PERSON
Jeffrey Bell	PERSON
Henry Louis Bellmon	PERSON
Lizbeth Benacquisto	PERSON
Michael Bennet	PERSON
Richard Alan Bennett	PERSON
Robert Foster Bennett	PERSON
William Benton	PERSON
Lloyd Millard Bentsen	PERSON
Richard Allen Berg	PERSON
Rochelle Berkley	PERSON
Ed Bernstein	PERSON
Mert Bernstein	PERSON
Clare Berryhill	PERSON
Steven Beshear	PERSON
Ed Bethune	PERSON
James Betts	PERSON
Matthew Griswold Bevin	PERSON
Alan Harvey Bible	PERSON
Joseph Robinette Biden	PERSON
Gus Michael Bilirakis	PERSON
Kurt Bills	PERSON
Jesse Francis Bingaman	PERSON
Bob Bird	PERSON
Don Bivens	PERSON
Tammy Bladwin	PERSON
Bruce Blakeman	PERSON
Genevieve Blatt	PERSON
Alan Blinken	PERSON
Rusty Bliss	PERSON
Winton Malcolm Blount	PERSON
Dan Blue	PERSON
Richard Blumenthal	PERSON
Roy Blunt	PERSON
Jason Boe	PERSON
Thomas Dean Boettcher	PERSON
Christopher Samuel Bond	PERSON
Dan Bongino	PERSON
Don Leroy Bonker	PERSON
Fay Boozman	PERSON
John Boozman	PERSON
Ed Borcherdt	PERSON
David Lyle Boren	PERSON
Jim Boren	PERSON
Chris Borgia	PERSON
Eric Borregard	PERSON
Rudolph Eli Boschwitz	PERSON
Michael Bouchard	PERSON
Beau Boulter	PERSON
Erskine Boyce Bowles	PERSON
Barbara Levy Boxer	PERSON
Mary Boyle	PERSON
Bill Bradbury	PERSON
William Warren Bradley	PERSON
Lawrence Brady	PERSON
John Berlinger Breaux	PERSON
Joseph Edward Brennan	PERSON
Thomas Emmett Brennan	PERSON
Daniel Baugh Brewster	PERSON
Tim Bridgewater	PERSON
Ruth Briggs	PERSON
Jean Hay Bright	PERSON
Len Britton	PERSON
William Emerson Brock	PERSON
William McNulty Brodhead	PERSON
Edward William Brooke	PERSON
Paul Collins Broun	PERSON
John Glen Browder	PERSON
Edmund Gerald Brown	PERSON
George Hanks Brown	PERSON
John Young Brown	PERSON
Scott Phillip Brown	PERSON
Sherrod Campbell Brown	PERSON
Steve Brown	PERSON
Samuel Dale Brownback	PERSON
James Thomas Broyhill	PERSON
Tom Bruggere	PERSON
Jon Bruning	PERSON
John Brunner	PERSON
Richard Hudson Bryan	PERSON
Cecil Farris Bryant	PERSON
Edward Bryant	PERSON
Winston Bryant	PERSON
Ken Buck	PERSON
James Lane Buckley	PERSON
Dale Bumpers	PERSON
James Paul David Bunning	PERSON
Quentin Northrup Burdick	PERSON
Conrad Ray Burns	PERSON
Steve Burns	PERSON
Bob Burr	PERSON
Richard Mauze Burr	PERSON
John Burris	PERSON
Pete Busch	PERSON
George Herbert Walker Bush	PERSON
Prescott Sheldon Bush	PERSON
Keith Butler	PERSON
Bob Butterworth	PERSON
Harold Byrd	PERSON
Harry Flood Byrd	PERSON
Robert Carlyle Byrd	PERSON
William Jelks Cabaniss	PERSON
Tony Campaigne	PERSON
Ben Nighthorse Campbell	PERSON
Tom Campbell	PERSON
Howard Walter Cannon	PERSON
Maria Cantwell	PERSON
Homer Earl Capehart	PERSON
William Capps	PERSON
Benjamin Louis Cardin	PERSON
Will Cardon	PERSON
John Carey	PERSON
Lucero Carlos	PERSON
David Carlson	PERSON
Richard Carmona	PERSON
Jean Carnahan	PERSON
Mel Carnahan	PERSON
Robin Carnahan	PERSON
John Carney	PERSON
Thomas Richard Carper	PERSON
Milton Robert Carr	PERSON
Waggoner Carr	PERSON
Joseph Carraro	PERSON
Brad Carson	PERSON
George Harrold Carswell	PERSON
Earl Leroy Carter	PERSON
Clifford Philip Case	PERSON
Edward Espenett Case	PERSON
Robert Patrick Casey	PERSON
Michael Newbold Castle	PERSON
Elizabeth Castor	PERSON
Bernadette Castro	PERSON
Campbell Cavasso	PERSON
John Chachas	PERSON
John Lester Hubbard Chafee	PERSON
Lincoln Davenport Chafee	PERSON
Saxby Chambliss	PERSON
Rodney Dennis Chandler	PERSON
Linda Chavez	PERSON
Joseph Checota	PERSON
Liz Cheney	PERSON
Lawton Mainor Chiles	PERSON
Frank Forrester Church	PERSON
Mike Ciresi	PERSON
Joseph Sill Clark	PERSON
Richard Clarence Clark	PERSON
Walter Clark	PERSON
Raymond Clatworthy	PERSON
Ben Clayburgh	PERSON
Joseph Maxwell Cleland	PERSON
Frank Goad Clement	PERSON
Robert Nelson Clement	PERSON
Hillary Rodham Clinton	PERSON
Elliott Springs Close	PERSON
Jim Clymer	PERSON
Martha Coakley	PERSON
Andrew Coats	PERSON
Daniel Ray Coats	PERSON
Thomas Allen Coburn	PERSON
William Thad Cochran	PERSON
Dick Codey	PERSON
Doug Cofrin	PERSON
William Sebastian Cohen	PERSON
Curtis Coleman	PERSON
J. Marshall Coleman	PERSON
Norman Bertram Coleman	PERSON
Michael Coles	PERSON
James Mitchell Collins	PERSON
Leroy Collins	PERSON
Susan Margaret Collins	PERSON
Bob Colville	PERSON
Milton Colvin	PERSON
Doug Confrin	PERSON
Roxanne Conlin	PERSON
Gaylord Kent Conrad	PERSON
John Conryn	PERSON
Jack Conway	PERSON
Marlow Webster Cook	PERSON
John Cooksey	PERSON
Jon Coon	PERSON
Christopher Coons	PERSON
James Hayes Shofner Cooper	PERSON
James Ralph Cooper	PERSON
John Sherman Cooper	PERSON
Peter Hanson Coors	PERSON
Sam Coppersmith	PERSON
Thomas Corcoran	PERSON
Robert Phillips Corker	PERSON
John Cornyn	PERSON
Jon Stevens Corzine	PERSON
Douglas Costle	PERSON
Nate Coulter	PERSON
Jon Courtney	PERSON
Paul Douglas Coverdell	PERSON
Chuck Cozzens	PERSON
Larry Edwin Craig	PERSON
William Cato Cramer	PERSON
Alan MacGregor Cranston	PERSON
Michael Dean Crapo	PERSON
Charles Joseph Crist	PERSON
William Crozier	PERSON
Rafael Edward Cruz	PERSON
David Cuddy	PERSON
John Chester Culver	PERSON
George Cunningham	PERSON
James Calvin Cunningham	PERSON
Carl Thomas Curtis	PERSON
Demar Dahl	PERSON
Alfonse Marcello D'Amato	PERSON
Scott D'Amboise	PERSON
Norman Edward D'Amours	PERSON
John Claggett Danforth	PERSON
Jack Daniels	PERSON
William Dannemeyer	PERSON
Tim D'Annunzio	PERSON
Richard Dantzler	PERSON
Russ Darrow	PERSON
Thomas Andrew Daschle	PERSON
Harold John Daub	PERSON
John Edward Davis	PERSON
Joseph Graham Davis	PERSON
Natalie Davis	PERSON
William Eugene Davis	PERSON
William TRUE Davis	PERSON
Maurice Anderson Dawkins	PERSON
Peter Miller Dawkins	PERSON
Mark Dayton	PERSON
Jim Deakin	PERSON
J. Nathan Deal	PERSON
Charles Dean	PERSON
Dennis Webster DeConcini	PERSON
Wadie Deddeh	PERSON
Keith DeGreen	PERSON
John Delaney	PERSON
James Warren DeMint	PERSON
Jeremiah Andrew Denton	PERSON
Nancy Detert	PERSON
Peter Deutsch	PERSON
David Dewhurst	PERSON
Richard Michael DeWine	PERSON
Kristen Dexter	PERSON
Nancy Dick	PERSON
Clint Didier	PERSON
Loleta Didrikson	PERSON
Everett McKinley Dirksen	PERSON
Alan John Dixon	PERSON
Jill Docking	PERSON
Christopher John Dodd	PERSON
Thomas Joseph Dodd	PERSON
Andrew Dodge	PERSON
Lloyd Anton Doggett	PERSON
Elizabeth Hanford Dole	PERSON
Robert Joseph Dole	PERSON
Pete Vichi Domenici	PERSON
Peter Hoyt Dominick	PERSON
James Donchess	PERSON
Joseph Simon Donnelly	PERSON
Byron Leslie Dorgan	PERSON
John Dougherty	PERSON
Jim Douglas	PERSON
Paul Howard Douglas	PERSON
Charles Wayne Dowdy	PERSON
Mario Driver	PERSON
John Droney	PERSON
Joseph Duffey	PERSON
David Duke	PERSON
Robert Blackford Duncan	PERSON
Matt Dunlap	PERSON
James Whitney Dunn	PERSON
Pete Dunn	PERSON
Clark Durant	PERSON
Richard Joseph Durbin	PERSON
David Ferdinand Durenberger	PERSON
John Anthony Durkin	PERSON
Clive Livingston DuVal	PERSON
Joel Dykstra	PERSON
Thomas Francis Eagleton	PERSON
Anthony Earl	PERSON
Mike Easley	PERSON
John Porter East	PERSON
Jack Eckerd	PERSON
Hal Eckman	PERSON
Cathy Eden	PERSON
Robert William Edgar	PERSON
Edmond Augustus Edmondson	PERSON
James Howard Edmondson	PERSON
John Edwards	PERSON
George Eichhorn	PERSON
Brad Ellsworth	PERSON
David Farnham Emery	PERSON
Susan Shannon Engeleiter	PERSON
John Eric Ensign	PERSON
Michael Enzi	PERSON
John Edward Erickson	PERSON
Marvin Leonel Esch	PERSON
Jane Greenebaum Eskind	PERSON
Greg Evers	PERSON
John James Exon	PERSON
Duncan McLauchlin Faircloth	PERSON
Priscilla Lord Faris	PERSON
Nancy Farmer	PERSON
Mike Faulk	PERSON
Russell Dana Feingold	PERSON
Dianne Feinstein	PERSON
Millicent Fenwick	PERSON
Joel Ferguson	PERSON
Scott Ferguson	PERSON
Geraldine Ferraro	PERSON
Geoffrey Fieger	PERSON
Jack Fields	PERSON
Walter Goss Gilcrist Finch	PERSON
Joan Finney	PERSON
Carly Fiorina	PERSON
Debra Fischer	PERSON
Greg Fisher	PERSON
Lee Fisher	PERSON
Richard Welton Fisher	PERSON
Floyd James Fithian	PERSON
Jeff Fitzgerald	PERSON
Peter Fitzgerald	PERSON
Thomas Fitzpatrick	PERSON
Peter Flaherty	PERSON
Jeffrey Lane Flake	PERSON
Erik Fleming	PERSON
James Florio	PERSON
Matthew Flynn	PERSON
Leo Thomas Foley	PERSON
Tom Foley	PERSON
Matthew Kip Ling Fong	PERSON
Harold Eugene Ford	PERSON
Wendell Hampton Ford	PERSON
Douglas Forrester	PERSON
Wyche Fowler	PERSON
Sheila Frahm	PERSON
Al Franken	PERSON
Gary Franks	PERSON
Robert Douglas Franks	PERSON
Daniel Freilich	PERSON
William Harrison Frist	PERSON
James William Fulbright	PERSON
Hal Furman	PERSON
Robert Elledy Gable	PERSON
Nick Galifianakis	PERSON
Doug Gallagher	PERSON
Tom Gallagher	PERSON
David Henry Gambrell	PERSON
Paul Gann	PERSON
John Greg Ganske	PERSON
Harvey Bernard Gantt	PERSON
Jos Antonio Garcia	PERSON
Bob Gardner	PERSON
Ray Lucian Garland	PERSON
Edward Garvey	PERSON
Bill Gaylor	PERSON
Gary George	PERSON
Alexi Giannoulias	PERSON
James Gibson	PERSON
Wes Gilbreath	PERSON
Kristen Elizabeth Gillibrand	PERSON
John Joyce Gilligan	PERSON
James Stuart Gilmore	PERSON
Newton Leroy Gingrich	PERSON
Phil Giordano	PERSON
Rudolph William Lewis Giuliani	PERSON
Steve Givot	PERSON
Rodney Glassman	PERSON
Gary Glenn	PERSON
John Herschel Glenn	PERSON
Michael Goland	PERSON
Barry Morris Goldwater	PERSON
Virgil Hamlin Goode	PERSON
Charles Ellsworth Goodell	PERSON
Houston Gordon	PERSON
Albert Arnold Gore	PERSON
William Gormley	PERSON
Thomas Slade Gorton	PERSON
John Grady	PERSON
Chris Graham	PERSON
Daniel Robert Graham	PERSON
Lindsey Graham	PERSON
William Philip Gramm	PERSON
Rod Grams	PERSON
Charles Ernest Grassley	PERSON
Maurice Robert Gravel	PERSON
Cody Graves	PERSON
William Preston Gray	PERSON
Trey Grayson	PERSON
Mark Green	PERSON
William Joseph Green	PERSON
Jeff Greene	PERSON
John Gregg	PERSON
Judd Alan Gregg	PERSON
Richard Gregory	PERSON
Eric Griego	PERSON
Mike Griffes	PERSON
Robert Paul Griffin	PERSON
Alison Lundergan Grimes	PERSON
John Phillip Gringrey	PERSON
George Grogan	PERSON
Nelson Gross	PERSON
Sam Grossman	PERSON
Joan Anderson Growe	PERSON
James Guest	PERSON
Matt Gunderson	PERSON
William Dawson Gunter	PERSON
John Edward Gurney	PERSON
Bruce Guthrie	PERSON
William Lewis Guy	PERSON
Charlene Haar	PERSON
Paul Lewis Hackett	PERSON
Ethel Doris Haddock	PERSON
Kay Hagan	PERSON
Charles Timothy Hagel	PERSON
Bill Halter	PERSON
Karen Christine Handel	PERSON
Clifford Peter Hansen	PERSON
George Vernon Hansen	PERSON
Philip Hansen	PERSON
Thomas Richard Harkin	PERSON
Tommy Harnett	PERSON
Kenneth Marion Harper	PERSON
Claude Harris	PERSON
Fred Roy Harris	PERSON
Katherine Harris	PERSON
Gary Warren Hart	PERSON
Philip Aloysius Hart	PERSON
Rupert Vance Hartke	PERSON
Floyd Kirk Haskell	PERSON
Adam Hasner	PERSON
Orrin Grant Hatch	PERSON
Mark Odom Hatfield	PERSON
Paul Gerhart Hatfield	PERSON
William Dodd Hathaway	PERSON
Paula Hawkins	PERSON
Samuel Ichiye Hayakawa	PERSON
Thomas Emmett Hayden	PERSON
James Hayes	PERSON
Philip Harold Hayes	PERSON
Joe Haynes	PERSON
Garabed Haytaian	PERSON
John David Hayworth	PERSON
Bernadine Healy	PERSON
Josie Heath	PERSON
Jacob Chic Hecht	PERSON
Howell Thomas Heflin	PERSON
Martin Trevor Heinrich	PERSON
Henry John Heinz	PERSON
Mary Kathryn Heitkamp	PERSON
Randy Hekman	PERSON
Dean Heller	PERSON
Paul Helmke	PERSON
Jesse Alexander Helms	PERSON
Margie Hendriksen	PERSON
Steve Henry	PERSON
Dave Hergert	PERSON
Roy Herron	PERSON
Bruce Herschensohn	PERSON
Henry Sieben Hibbard	PERSON
Baron Paul Hill	PERSON
Earl Hill	PERSON
Tim Hill	PERSON
Jon Hinck	PERSON
Barry Hinckley	PERSON
Mazie Keiko Hirono	PERSON
Nancy Hoch	PERSON
Joseph Hoeffel	PERSON
Pete Hoekstra	PERSON
Al Hofeld	PERSON
Philip Henderson Hoff	PERSON
Lawrence Joseph Hogan	PERSON
Joseph Hogsett	PERSON
Ernest Frederick Hollings	PERSON
Jim Holt	PERSON
Elizabeth Holtzman	PERSON
Stephen Hopkins	PERSON
John Nathan Hostettler	PERSON
Eric Hovde	PERSON
Gene Howard	PERSON
Carla Howell	PERSON
Scott Howell	PERSON
Michael Dale Huckabee	PERSON
Walter Darlington Huddleston	PERSON
Tim Huelskamp	PERSON
Michael Huffington	PERSON
Jim Huffman	PERSON
Harold Everett Hughes	PERSON
Harry Roe Hughes	PERSON
Gordon John Humphrey	PERSON
Hubert Horatio III Humphrey	PERSON
Hubert Horatio Humphrey	PERSON
Kirk Humphreys	PERSON
James Baxter Hunt	PERSON
Maria Hustace	PERSON
Asa Hutchinson	PERSON
Frank Hutchinson	PERSON
Tim Hutchinson	PERSON
Kathryn Ann Bailey Hutchison	PERSON
Joel Hyatt	PERSON
Richard Phillip Ieyoub	PERSON
Robert Durden Inglis	PERSON
James Mountain Inhofe	PERSON
Daniel Ken Inouye	PERSON
Robert Irvin	PERSON
John Hardy Isakson	PERSON
Darrell Issa	PERSON
E.W Jackson	PERSON
Henry Martin Jackson	PERSON
Mike James	PERSON
Jerry Janezich	PERSON
William John Janklow	PERSON
Jacob Koppel Javits	PERSON
James Merrill Jeffords	PERSON
Louis Elwood Jenkins	PERSON
William Kent Johanneson	PERSON
Mike Johanns	PERSON
Christopher Charles John	PERSON
Brook Johnson	PERSON
Colon Johnson	PERSON
David Johnson	PERSON
Ron Johnson	PERSON
Timothy Peter Johnson	PERSON
Gene Johnston	PERSON
John Bennett Johnston	PERSON
Lisa Johnston	PERSON
Jim Johntz	PERSON
Clark Jolley	PERSON
Bill Jones	PERSON
James Robert Jones	PERSON
Jean Lloyd Jones	PERSON
Vernon Jones	PERSON
Jim Jontz	PERSON
Benjamin Everett Jordan	PERSON
Hamilton Jordan	PERSON
Leonard Beck Jordan	PERSON
Dusko Jovicic	PERSON
Cody Robert Judy	PERSON
Terry Kahler	PERSON
Timothy Michael Kaine	PERSON
Robert Kamm	PERSON
David Kemp Karnes	PERSON
Kathleen Marie Karpan	PERSON
Nancy Landon Kassebaum	PERSON
Robert Walter Kasten	PERSON
Mickey Kaus	PERSON
Thomas Howard Kean	PERSON
Barbara Keating	PERSON
Kenneth Barnard Keating	PERSON
James Moulton Keck	PERSON
Bob Kelleher	PERSON
Frank Joseph Kelley	PERSON
Dirk Kempthorne	PERSON
Edward Moore Kennedy	PERSON
John Neely Kennedy	PERSON
Mark Raymond Kennedy	PERSON
Robert Francis Kennedy	PERSON
Robert Samuel Kerr	PERSON
Robert Samuel Kerr	PERSON
Joseph Robert Kerrey	PERSON
John Forbes Kerry	PERSON
Jalmar Kerttula	PERSON
Alan Lee Keyes	PERSON
Richard Kimball	PERSON
Thomas Norman Kindness	PERSON
Angus Stanley King	PERSON
Steve King	PERSON
Jack Kingston	PERSON
Mark Steven Kirk	PERSON
Ronald Kirk	PERSON
Scott Kleeb	PERSON
Thomas Savig Kleppe	PERSON
Ron Klink	PERSON
Amy Jean Klobuchar	PERSON
Stan Klos	PERSON
Gene Knorr	PERSON
Anthony Carroll Knowles	PERSON
Judy Koehler	PERSON
Herbert Kohl	PERSON
Terry Kohler	PERSON
Allen Kolstad	PERSON
Chad Koppie	PERSON
Kenneth Bentley Kramer	PERSON
Matt Krause	PERSON
Robert Charles Krueger	PERSON
Thomas Henry Kuchel	PERSON
Theodore Ralph Kulongoski	PERSON
Rosalind Kurita	PERSON
Linda Kushner	PERSON
Bob Kustra	PERSON
Dan Kuykendall	PERSON
Jon Llewellyn Kyl	PERSON
Joe Kyrillos	PERSON
John Lakian	PERSON
Dottie Lamm	PERSON
Edward Miner Lamont	PERSON
Mary Loretta Landrieu	PERSON
Josh Lanier	PERSON
James Lankford	PERSON
Larry LaRocco	PERSON
Frank Raleigh Lautenberg	PERSON
Mark Lawrence	PERSON
Paul Dominque Laxalt	PERSON
Enrico Lazio	PERSON
Patrick Joseph Leahy	PERSON
Stewart Ledbetter	PERSON
Mike Lee	PERSON
David Leibowitz	PERSON
George Lemieux	PERSON
Jerris Leonard	PERSON
Tom Leppert	PERSON
Carl Milton Levin	PERSON
Murray Levin	PERSON
Meldon Edises Levine	PERSON
Steve Lewis	PERSON
Richard Licht	PERSON
Allen Lichtman	PERSON
Joesph Isadore Lieberman	PERSON
Charles Holm Lien	PERSON
Mike Liffrig	PERSON
James Ross Lightfoot	PERSON
Dan Liljenquist	PERSON
Blanche Lambert Lincoln	PERSON
Bill Linder	PERSON
Linda Lingle	PERSON
Jerry Lon Litton	PERSON
Jean Hall Lloyd-Jones	PERSON
Steve Lonegan	PERSON
Matt Long	PERSON
Russell Billiu Long	PERSON
Harry Lonsdale	PERSON
Henry Lonsdale	PERSON
Richard Lorber	PERSON
Chester Trent Lott	PERSON
Jack Robert Lousma	PERSON
Sue Lowden	PERSON
Dan Lowe	PERSON
Michael Edward Lowry	PERSON
Carlos Lucero	PERSON
Richard Green Lugar	PERSON
Bruce Lunsford	PERSON
Joe Lutz	PERSON
Clark MacGregor	PERSON
Cornelius McGillicuddy Mack	PERSON
Kenneth Hood Mackay	PERSON
Colin MacMillan	PERSON
Jim Maddox	PERSON
Warren Grant Magnuson	PERSON
Richard Mahoney	PERSON
Denise Majette	PERSON
Joseph Malone	PERSON
David Malpass	PERSON
Joe Manchin	PERSON
Joshua Mandel	PERSON
Terrance Michael Mann	PERSON
Michael Joseph Mansfield	PERSON
Richard Earl Manzullo	PERSON
Bob Margett	PERSON
Carl Marlinga	PERSON
Elaine Marshall	PERSON
Robert Marshall	PERSON
Roger Marshall	PERSON
David Grier Martin	PERSON
Jim Martin	PERSON
Lynn Morley Martin	PERSON
Maggie Martinez	PERSON
Melquiades Martinez	PERSON
Charles McCurdy Mathias	PERSON
Marvin Dawson Mathis	PERSON
Spark Masayuki Matsunaga	PERSON
Mack Francis Mattingly	PERSON
Nancy Mayer	PERSON
Scott McAdams	PERSON
John Sidney McCain	PERSON
Scott McCallum	PERSON
Leo Tarcissus McCarthy	PERSON
Claire McCaskill	PERSON
John Little McClellan	PERSON
Paul Norton McCloskey	PERSON
James Albertus McClure	PERSON
John Yetter McCollister	PERSON
Ira William McCollum	PERSON
Addison Mitchell McConnell	PERSON
Nimi McConnigley	PERSON
Allen McCulloch	PERSON
David Keith McCurdy	PERSON
Rodger Eugene McDaniel	PERSON
Sid McDonald	PERSON
Michael McGavick	PERSON
Gale William McGee	PERSON
George Stanley McGovern	PERSON
Thomas Earl McGregor	PERSON
Linda McMahon	PERSON
Chuck McMains	PERSON
William Henry McMaster	PERSON
Marv McMickle	PERSON
Robert McMillan	PERSON
Jack McMullen	PERSON
Ron McNeil	PERSON
Julian McPhillips	PERSON
Frank McRight	PERSON
Evan Mecham	PERSON
Kendrick Meek	PERSON
Jacob Meister	PERSON
Charles Joseph Melancon	PERSON
John Melcher	PERSON
Robert Menendez	PERSON
Jeffrey Alan Merkley	PERSON
Barry Metcalf	PERSON
Jack Metcalf	PERSON
Lee Warren Metcalf	PERSON
Howard Morton Metzenbaum	PERSON
Daniel Andrew Mica	PERSON
Julius Cooley Michaelson	PERSON
Tim Michels	PERSON
Barbara Ann Mikulski	PERSON
Mike Miles	PERSON
Steve Miles	PERSON
Harris Miller	PERSON
Jack Richard Miller	PERSON
Joseph Wayne Miller	PERSON
Zell Bryan Miller	PERSON
Guy Millner	PERSON
Walt Minnick	PERSON
Elizabeth Mitchell	PERSON
George John Mitchell	PERSON
Mary Veronica Mochary	PERSON
Anthony John Moffett	PERSON
Walter Frederick Mondale	PERSON
Frank Daniel Mongiardo	PERSON
Almer Stillwell Mike Monroney	PERSON
Richard Thomas Montoya	PERSON
James Moody	PERSON
Arch Alfred Moore	PERSON
Scott Moore	PERSON
William Henson Moore	PERSON
Victor Morales	PERSON
Robert Burren Morgan	PERSON
Arthur Morrell	PERSON
Corky Morris	PERSON
Wayne Lyman Morse	PERSON
Carol Moseley Braun	PERSON
Frank Edward Moss	PERSON
Terry Moulton	PERSON
Richard Mountjoy	PERSON
Richard Earl Mourdock	PERSON
Daniel Patrick Moynihan	PERSON
Robert Mrazek	PERSON
Jack Mudd	PERSON
Theodore Robert Muenster	PERSON
James Mullin	PERSON
Francis Hughes Murkowski	PERSON
Lisa Ann Murkowski	PERSON
Christopher Scott Murphy	PERSON
George Lloyd Murphy	PERSON
Marsha Murphy	PERSON
Patricia Lynn Murray	PERSON
C. Anthony Muse	PERSON
Ronnie Musgrove	PERSON
Edmund Sixtus Muskie	PERSON
Sue Myrick	PERSON
Jim Neal	PERSON
Clarence William Nelson	PERSON
Earl Benjamin Nelson	PERSON
Gaylord Anton Nelson	PERSON
Charles Rudolph Nesbitt	PERSON
George Nethercutt	PERSON
Mark Neumann	PERSON
Gene Nichol	PERSON
